Flag,Station,Latitud,Longitud,Höjd
1,Nederbördsmängd - Bjurfors,60.1316,16.1282,125
1,Nederbördsmängd - Bjurholm,63.9329,19.22,178
1,Nederbördsmängd - Bjursås,60.7438,15.4625,227
1,Nederbördsmängd - Bjursås-Sågsbo,60.7746,15.3844,400
1,Nederbördsmängd - Bjurvattnet,63.8825,18.9461,225
1,Nederbördsmängd - Bjuråker,61.85,16.5833,66
1,Nederbördsmängd - Bjuröklubb,64.4806,21.5787,36
1,Nederbördsmängd - Bjuröklubb A,64.4799,21.5754,35.41
1,Nederbördsmängd - Bjuv D,56.0958,12.8862,15
1,Nederbördsmängd - Bjärbolund,56.1833,12.7666,7
1,Nederbördsmängd - Bjärby D,56.7126,16.708,7
1,Nederbördsmängd - Bjärka-Säby,58.2662,15.7431,100
1,Nederbördsmängd - Bjärnum D,56.2908,13.7436,79.897
1,Nederbördsmängd - Björka,55.7,13.6333,32
1,Nederbördsmängd - Björkbacken,65.7456,15.5515,515
1,Nederbördsmängd - Björkede,64.0432,12.9414,451
1,Nederbördsmängd - Björkfors,65.9333,23.4666,10
1,Nederbördsmängd - Björkfors,65.9166,23.4666,10
1,Nederbördsmängd - Björkliden,68.38,18.68,360
1,Nederbördsmängd - Björklinge D,60.0399,17.5587,29.693
1,Nederbördsmängd - Björklund,59.4208,15.2958,48
1,Nederbördsmängd - Björksättra,59.9333,18.4833,20
1,Nederbördsmängd - Björkudden,67.3956,18.7156,376
1,Nederbördsmängd - Björkvik,65.4987,15.5589,435
1,Nederbördsmängd - Björkvik D,58.82,16.4963,31.088
1,Nederbördsmängd - Björkåsen,58.65,12.6333,60
1,Nederbördsmängd - Björn,60.6333,17.9833,4
1,Nederbördsmängd - Björnegården,58.5166,13.0666,75
1,Nederbördsmängd - Björnliden,62.0444,12.3953,750
1,Nederbördsmängd - Björnstorp,55.6254,13.4122,45
1,Nederbördsmängd - Björsarv,62.031,16.2995,150
1,Nederbördsmängd - Blaiken D,65.2506,16.8563,399.629
1,Nederbördsmängd - Blaikliden,65.0464,15.7486,520
1,Nederbördsmängd - Blankafors,59.5333,14.7167,160
1,Nederbördsmängd - Blankaström,57.2166,15.9166,80
1,Nederbördsmängd - Blattnicksele,65.3371,17.4606,370
1,Nederbördsmängd - Blomskog,59.2891,12.0542,110
1,Nederbördsmängd - Blomskog A,59.2213,12.0754,169.645
1,Nederbördsmängd - Blåbärskullen,59.8333,12.8833,350
1,Nederbördsmängd - Boarp,56.3333,12.9333,90
1,Nederbördsmängd - Bobbenarve,57.0333,18.2833,8
1,Nederbördsmängd - Boda,61.5833,17,40
1,Nederbördsmängd - Boden Mo,65.8151,21.6396,25
1,Nederbördsmängd - Bodträskfors,66.0792,20.925,30
1,Nederbördsmängd - Bogen,60.0591,12.5558,245
1,Nederbördsmängd - Bogesund,59.4084,18.2314,22
1,Nederbördsmängd - Boksjö,65.6772,15.8245,475
1,Nederbördsmängd - Bollebygd,57.6381,12.633,130.32
1,Nederbördsmängd - Bollerup,55.4926,14.0395,57.568
1,Nederbördsmängd - Bollnäs,61.35,16.4166,55
1,Nederbördsmängd - Bollnäs D,61.4172,16.3731,113.776
1,Nederbördsmängd - Bollstabruk,63.0042,17.6708,70
1,Nederbördsmängd - Bolmen,56.8145,13.7003,160
1,Nederbördsmängd - Bolmsö,57.0152,13.728,160
1,Nederbördsmängd - Bomsund,63.1506,15.7568,220
1,Nederbördsmängd - Bondstorp D,57.5892,13.9285,295
1,Nederbördsmängd - Borgholm,56.8833,16.6666,5
1,Nederbördsmängd - Borgunda,58.288,13.7995,181
1,Nederbördsmängd - Borgvattnet D,63.4229,15.8251,386.316
1,Nederbördsmängd - Borgviksbruk,59.3534,12.9623,55
1,Nederbördsmängd - Borgärdet,60.7344,15.9083,140
1,Nederbördsmängd - Borlänge Aut,60.4889,15.4324,140
1,Nederbördsmängd - Borlänge D,60.492,15.4274,145
1,Nederbördsmängd - Borlänge Flygplats,60.4294,15.5081,152
1,Nederbördsmängd - Bornö,58.3806,11.5819,3
1,Nederbördsmängd - Borås,57.7611,12.9493,135
1,Nederbördsmängd - Botorp,57.9833,14.75,185
1,Nederbördsmängd - Bottnaryd,57.7416,13.8968,244
1,Nederbördsmängd - Bottnen,63.6769,13.3699,400
1,Nederbördsmängd - Boxholm D,58.2048,15.0215,160
1,Nederbördsmängd - Brandstad,55.6833,13.7333,95
1,Nederbördsmängd - Branäs,61.0665,13.4844,480
1,Nederbördsmängd - Bredbyn D,63.46,18.0673,81.398
1,Nederbördsmängd - Brednoret D,63.929,20.7805,15
1,Nederbördsmängd - Bredshult,57.5249,16.2768,60
1,Nederbördsmängd - Bredträsk,63.8833,18.6,325
1,Nederbördsmängd - Bredviken,59.2184,11.9858,100
1,Nederbördsmängd - Bredviken,66.1167,14.75,525
1,Nederbördsmängd - Bredåkra D,56.2523,15.2548,40
1,Nederbördsmängd - Brevik,59.35,18.2,17
1,Nederbördsmängd - Bro,60.3996,17.5799,25
1,Nederbördsmängd - Broby Skolhem,58.4665,16.2968,15
1,Nederbördsmängd - Broddbo,59.9829,16.4634,31
1,Nederbördsmängd - Bromölla,56.0641,14.4755,5.574
1,Nederbördsmängd - Brovallen,60.0989,16.3026,100.154
1,Nederbördsmängd - Bruksvallarna,62.6421,12.4192,700
1,Nederbördsmängd - Brunnshult,56.7119,13.1626,165
1,Nederbördsmängd - Brunsberg,59.6166,12.9833,70
1,Nederbördsmängd - Brunström,58,14.4764,207
1,Nederbördsmängd - Brämön A,62.2198,17.739,18.13
1,Nederbördsmängd - Brände,64.334,20.9608,60
1,Nederbördsmängd - Bränna,63.6691,13.5494,430
1,Nederbördsmängd - Brännberg D,65.7927,21.2555,92.722
1,Nederbördsmängd - Brännforssund,64.6517,19.3708,225
1,Nederbördsmängd - Brålanda,58.5666,12.3666,65
1,Nederbördsmängd - Brösarp D,55.7201,14.1025,49.568
1,Nederbördsmängd - Bullerforsen,60.4996,15.4303,125
1,Nederbördsmängd - Buresjön A,65.558,17.8554,394.05
1,Nederbördsmängd - Burs D,57.2265,18.5617,24.5
1,Nederbördsmängd - Buttle,57.4034,18.5297,45
1,Nederbördsmängd - Bygdeå,64.055,20.8763,18
1,Nederbördsmängd - Bygdsiljum D,64.3681,20.4841,150
1,Nederbördsmängd - Byske,64.95,21.2166,15
1,Nederbördsmängd - Byske-Vitsjön D,65.0143,21.2468,30
1,Nederbördsmängd - Bäckaskog,56.0483,14.3384,12
1,Nederbördsmängd - Bäckatorp,59.1333,14.65,95
1,Nederbördsmängd - Bäckefors,58.8044,12.1554,149.614
1,Nederbördsmängd - Bällefors,58.5833,14.1166,90
1,Nederbördsmängd - Bäverträsk,64.6168,18.3349,351.276
1,Nederbördsmängd - Båstad,56.45,12.7974,9
1,Nederbördsmängd - Båtvik,58.2699,16.079,80
1,Nederbördsmängd - Böket,56.4333,15.0167,121
1,Nederbördsmängd - Böksholm,57.0833,15,190
1,Nederbördsmängd - Bölestrand,63.1333,16.15,220
1,Nederbördsmängd - Börringe Kloster,55.5061,13.3293,55
1,Nederbördsmängd - Börrum D,58.3522,16.6217,16.196
1,Nederbördsmängd - Börtnan,62.729,13.9111,455
1,Nederbördsmängd - Börtnan A,62.7548,13.8427,467.246
1,Nederbördsmängd - Charlottenberg,59.8892,12.3005,139.348
1,Nederbördsmängd - Daglösen A,59.6612,14.1803,133.077
1,Nederbördsmängd - Dajkanvik,65.1444,16.3,430
1,Nederbördsmängd - Dal,63.697,14.1314,480
1,Nederbördsmängd - Dala-Järna D,60.5558,14.3624,236.63
1,Nederbördsmängd - Dalarö D,59.1339,18.4111,16.304
1,Nederbördsmängd - Dalen,63.3166,13.0666,480
1,Nederbördsmängd - Dalfors,61.2139,15.4083,236
1,Nederbördsmängd - Dalkarlsjöhyttan,59.95,14.1333,340
1,Nederbördsmängd - Dalliden,65.0157,20.3127,330
1,Nederbördsmängd - Dalsjöfors,57.722,13.1238,257
1,Nederbördsmängd - Dalstorp,57.6043,13.5119,194
1,Nederbördsmängd - Dalstuga,61.0666,15.7,240
1,Nederbördsmängd - Danasjö,65.5374,16.5393,652
1,Nederbördsmängd - Danielshammar,58.1333,15.25,170
1,Nederbördsmängd - Dannemora,60.2026,17.9049,41
1,Nederbördsmängd - Danskebo,58.106,15.2511,175
1,Nederbördsmängd - Degeberga D,55.7965,14.1668,17
1,Nederbördsmängd - Degerfors D,59.1903,14.3891,100
1,Nederbördsmängd - Degernäs,59.25,14.4666,100
1,Nederbördsmängd - Degersjö,63.1902,18.0314,295
1,Nederbördsmängd - Dejefors,59.6082,13.4776,65
1,Nederbördsmängd - Delsbo,61.8041,16.5684,51
1,Nederbördsmängd - Delsbo A,61.8264,16.5385,70.667
1,Nederbördsmängd - Digernäset D,63.6224,12.9179,414.851
1,Nederbördsmängd - Dikanäs,65.2337,16.0018,484
1,Nederbördsmängd - Dikanäs Skansnäs,65.3235,16.0353,525
1,Nederbördsmängd - Dingle,58.5289,11.5724,20
1,Nederbördsmängd - Djupadal,57.1528,15.5833,200
1,Nederbördsmängd - Djurskog,59.6072,11.9321,280
1,Nederbördsmängd - Djursätra,58.3286,14.0637,125
1,Nederbördsmängd - Djurås D,60.5581,15.1182,165
1,Nederbördsmängd - Djurö D,59.3077,18.693,4.575
1,Nederbördsmängd - Domnarvet,60.5,15.45,128
1,Nederbördsmängd - Drageryd,57.2001,15.9666,77
1,Nederbördsmängd - Dravagen A,62.0936,13.6086,566.642
1,Nederbördsmängd - Drottningtorp,58.0999,14.8304,250
1,Nederbördsmängd - Drälinge,59.9923,17.5736,30
1,Nederbördsmängd - Dungen,57.0166,13.7333,150
1,Nederbördsmängd - Dunker,59.1469,16.8536,35
1,Nederbördsmängd - Duved,63.3948,12.9416,400
1,Nederbördsmängd - Dådran,60.9402,15.5474,215
1,Nederbördsmängd - Dödre,62.7923,14.687,350
1,Nederbördsmängd - Dönje,61.395,16.4145,85
1,Nederbördsmängd - Ed,57.0832,14.1639,155
1,Nederbördsmängd - Ed D,58.9092,11.7698,163.82
1,Nederbördsmängd - Ede,62.4264,16.4948,80
1,Nederbördsmängd - Edeby,59.4497,16.9967,10
1,Nederbördsmängd - Edebäck,60.0666,13.55,155
1,Nederbördsmängd - Edesnäs,58.9556,18.2861,10
1,Nederbördsmängd - Edevik,63.9812,12.8709,425
1,Nederbördsmängd - Edsbyn,61.3784,15.8352,161
1,Nederbördsmängd - Edsbyn A,61.3607,15.7144,183.648
1,Nederbördsmängd - Edsele,63.4047,16.55,165
1,Nederbördsmängd - Eftra D,56.8584,12.6452,45.525
1,Nederbördsmängd - Egernahult,56.6166,13.3833,150
1,Nederbördsmängd - Eggegrund,60.7333,17.5666,5
1,Nederbördsmängd - Ekby,58.625,13.8694,70
1,Nederbördsmängd - Ekebo,55.95,13.1333,80
1,Nederbördsmängd - Ekeby,58.9333,15.9333,57
1,Nederbördsmängd - Ekefors,56.5546,14.7571,145
1,Nederbördsmängd - Ekerum,56.7849,16.5812,40
1,Nederbördsmängd - Ekerö kyrka,59.2806,17.7514,15
1,Nederbördsmängd - Eket,58.1131,14.076,275
1,Nederbördsmängd - Eklången,59.2358,16.7429,35
1,Nederbördsmängd - Ekorrträsk,64.5021,19.0514,220
1,Nederbördsmängd - Eksjö,57.669,14.9832,211
1,Nederbördsmängd - Ekskogen,59.633,18.2298,4
1,Nederbördsmängd - Emmaboda D,56.5977,15.5347,130
1,Nederbördsmängd - Enköping,59.6406,17.0655,14.314
1,Nederbördsmängd - Enköping Mo,59.6557,17.1121,26
1,Nederbördsmängd - Erikstad,58.602,12.4447,65
1,Nederbördsmängd - Erikstad Ö,58.3833,15.8166,70
1,Nederbördsmängd - Eringsboda D,56.4478,15.3522,120.199
1,Nederbördsmängd - Erken,59.8333,18.6292,15
1,Nederbördsmängd - Eskilstuna,59.3867,16.4647,8
1,Nederbördsmängd - Eskilstuna A,59.3821,16.4526,12.577
1,Nederbördsmängd - Esrange,67.8911,21.0846,328
1,Nederbördsmängd - Evertsberg,61.134,13.9663,430
1,Nederbördsmängd - Exens flygplats,56.6778,13.7792,127
1,Nederbördsmängd - Experimentalfältet,59.3664,18.0633,14
1,Nederbördsmängd - Fagered,57.1978,12.8129,100
1,Nederbördsmängd - Fagerheden,65.3373,20.9026,220
1,Nederbördsmängd - Fagerhult D,57.0806,15.679,175.458
1,Nederbördsmängd - Fagersta,60.0023,15.8045,100
1,Nederbördsmängd - Fagerviken,60.542,17.7478,5
1,Nederbördsmängd - Fageråsdammen,60.8639,12.8903,410
1,Nederbördsmängd - Falerum,58.1425,16.2102,80
1,Nederbördsmängd - Falkenberg,56.8994,12.4798,5
1,Nederbördsmängd - Falköping-Valtorp D,58.2363,13.6332,166
1,Nederbördsmängd - Fallvik D,58.1296,15.8608,140
1,Nederbördsmängd - Falsterbo,55.3836,12.8203,5
1,Nederbördsmängd - Falsterbo A,55.3837,12.8166,1.575
1,Nederbördsmängd - Falsterbo Skola,57.65,16.37,45
1,Nederbördsmängd - Falun-Lugnet,60.619,15.6603,140
1,Nederbördsmängd - Fanbergstorp,63.0764,16.7083,290
1,Nederbördsmängd - Farsta,59.3165,18.3664,6
1,Nederbördsmängd - Fatmomakke,65.0915,15.132,580
1,Nederbördsmängd - Fellingsbro-Finnåker,59.5345,15.5857,51
1,Nederbördsmängd - Femsjö,56.89,13.3778,177
1,Nederbördsmängd - Filipstad,59.7166,14.1666,141
1,Nederbördsmängd - Film A,60.2358,17.9043,33.381
1,Nederbördsmängd - Films Kyrkby D,60.2357,17.9072,39
1,Nederbördsmängd - Finnbacka D,61.0566,15.5777,431
1,Nederbördsmängd - Finneby,62.0424,15.4655,259
1,Nederbördsmängd - Finngrundets Fyrskepp,61.0666,18.6833,5
1,Nederbördsmängd - Finspång,58.7104,15.8215,41
1,Nederbördsmängd - Finspång,58.7017,15.779,51
1,Nederbördsmängd - Finsthögst,61.3161,15.4969,300
1,Nederbördsmängd - Fiskåvattnet,64.4367,14.7175,375
1,Nederbördsmängd - Fjugesta D,59.1829,14.8557,75
1,Nederbördsmängd - Fjälkvarn,63.2659,15.0468,250
1,Nederbördsmängd - Fjälla,57.9166,13.0833,260
1,Nederbördsmängd - Fjällnäs,62.5772,12.2223,780
1,Nederbördsmängd - Fjällsjönäs,65.6229,16.6157,414.943
1,Nederbördsmängd - Fjälltuna D,64.4181,16.4191,485
1,Nederbördsmängd - Fjärdhundra D,59.7666,16.9166,30
1,Nederbördsmängd - Flahult,57.6898,14.1455,224
1,Nederbördsmängd - Flakaträsk,64.2539,18.5184,400
1,Nederbördsmängd - Flaten,60.651,14.4277,296
1,Nederbördsmängd - Flatån,60.6,14.4333,245
1,Nederbördsmängd - Flen,59.0502,16.6048,30
1,Nederbördsmängd - Flen,60.3167,14.7667,400
1,Nederbördsmängd - Floda A,59.0558,16.3944,31.337
1,Nederbördsmängd - Flåss myr,56.3806,13.4819,125
1,Nederbördsmängd - Flötningen,61.8408,12.2944,670
1,Nederbördsmängd - Folkärna,60.169,16.3125,68
1,Nederbördsmängd - Forsbacka,60.6166,16.9166,65
1,Nederbördsmängd - Forse,63.1461,17.0223,125.604
1,Nederbördsmängd - Forserum,57.7038,14.4685,275
1,Nederbördsmängd - Forshem,58.6125,13.5,60
1,Nederbördsmängd - Forshult,59.957,13.5298,110
1,Nederbördsmängd - Forsnäs,57.85,15.2166,190
1,Nederbördsmängd - Forsnäset,63.5215,16.6774,200
1,Nederbördsmängd - Foskros,62.0016,12.6708,545
1,Nederbördsmängd - Fotskäl D,57.4382,12.4135,135
1,Nederbördsmängd - Franshammar,62.1,16.67,122
1,Nederbördsmängd - Fredrika,64.0763,18.419,300
1,Nederbördsmängd - Fredrika A,64.0744,18.3619,327.684
1,Nederbördsmängd - Fredriksberg,60.1417,14.3909,304.749
1,Nederbördsmängd - Fridlevstad D,56.2596,15.5362,50
1,Nederbördsmängd - Friggestad,55.9032,13.9336,150
1,Nederbördsmängd - Frostviken D,64.3854,14.314,331.936
1,Nederbördsmängd - Frykfors,59.5307,13.2566,65
1,Nederbördsmängd - Främlingshem,60.4993,16.9409,75
1,Nederbördsmängd - Frändesta,59.0105,16.8801,22.432
1,Nederbördsmängd - Fränsta,62.5,16.1833,110
1,Nederbördsmängd - Fränsta II,62.5165,16.2084,110
1,Nederbördsmängd - Fröbol,59.6542,12.4583,60
1,Nederbördsmängd - Frölunda,59.4597,17.7125,10
1,Nederbördsmängd - Fröseke,56.9486,15.7819,120
1,Nederbördsmängd - Fröslida,56.8666,13.0666,70
1,Nederbördsmängd - Frösön,63.1974,14.4863,376
1,Nederbördsmängd - Frösön D,63.1947,14.4898,375
1,Nederbördsmängd - Frötuna,59.9077,17.8611,15
1,Nederbördsmängd - Fuglunda,55.5889,13.8,50
1,Nederbördsmängd - Furuögrund,64.9112,21.2263,10
1,Nederbördsmängd - Fägerhult,57.6468,13.2369,170
1,Nederbördsmängd - Fägre D,58.6439,14.0632,87.92
1,Nederbördsmängd - Fällfors,65.1317,20.7891,195
1,Nederbördsmängd - Färna,59.7833,15.8667,80
1,Nederbördsmängd - Fågelberget D,64.3892,14.5262,312.749
1,Nederbördsmängd - Fågelnäs,57.7666,12.4166,110
1,Nederbördsmängd - Fågelsjö D,61.7984,14.6477,410
1,Nederbördsmängd - Fårö D,57.9548,19.2459,4
1,Nederbördsmängd - Fårösund,57.8666,19.05,20
1,Nederbördsmängd - Fårösund Ar A,57.9165,18.9533,12.756
1,Nederbördsmängd - Föllinge A,63.6761,14.6048,361.8
1,Nederbördsmängd - Föllinge-Vägskälet,63.7606,14.4323,475
1,Nederbördsmängd - Föne D,61.8359,15.8741,181.01
1,Nederbördsmängd - Föra,57.0107,16.8816,4
1,Nederbördsmängd - Gammalkroppa,59.6833,14.3166,200
1,Nederbördsmängd - Gammalstorp,56.1118,14.6218,15
1,Nederbördsmängd - Gammelstilla,60.4328,16.6134,80
1,Nederbördsmängd - Gargnäs D,65.3251,17.9464,300.661
1,Nederbördsmängd - Garn,58.0492,12.1563,15
1,Nederbördsmängd - Gastsjön,62.9595,15.8545,330
1,Nederbördsmängd - Gendalen,58.1582,12.6448,87.63
1,Nederbördsmängd - Genevad,56.5684,13.0338,20
1,Nederbördsmängd - Gersebacken,58.7497,14.3305,145
1,Nederbördsmängd - Gesunda D,60.8872,14.5431,184.668
1,Nederbördsmängd - Getterum,57.5691,16.2849,80
1,Nederbördsmängd - Gielas,65.3272,15.0677,570
1,Nederbördsmängd - Gielas A,65.3269,15.0645,578.328
1,Nederbördsmängd - Gillastig,56.0148,13.2311,149.194
1,Nederbördsmängd - Gillinge D,59.1112,18.6545,5
1,Nederbördsmängd - Gislaved,57.2847,13.5324,165
1,Nederbördsmängd - Gisselås,63.7,15.3666,320
1,Nederbördsmängd - Gittun,66.3013,18.5504,410
1,Nederbördsmängd - Gladhammar A,57.7068,16.4526,35.277
1,Nederbördsmängd - Glindran,58.8425,16.4162,54.997
1,Nederbördsmängd - Glommen,56.9303,12.3579,6
1,Nederbördsmängd - Glommersträsk,65.2764,19.6839,394.387
1,Nederbördsmängd - Gnarp,62.0647,17.2788,70
1,Nederbördsmängd - Gnesta,59.0958,17.3201,46.903
1,Nederbördsmängd - Godegård D,58.7557,15.1045,133.639
1,Nederbördsmängd - Gothem,57.5666,18.7666,10
1,Nederbördsmängd - Gotska Sandön,58.3928,19.197,12
1,Nederbördsmängd - Gotska Sandön A,58.3939,19.194,15.911
1,Nederbördsmängd - Gottröra,59.7236,18.1708,20
1,Nederbördsmängd - Gran,62.0166,17.6333,20
1,Nederbördsmängd - Granberget,64.3,15.9166,480
1,Nederbördsmängd - Granhed D,59.1012,16.4349,55.277
1,Nederbördsmängd - Granhult,67.1218,21.8181,275
1,Nederbördsmängd - Graninge,63.0666,16.95,205
1,Nederbördsmängd - Grannäs,59.4333,13.8333,60
1,Nederbördsmängd - Granshult,57.2036,15.0843,315
1,Nederbördsmängd - Gransjö,64.4947,17.4599,440
1,Nederbördsmängd - Granträsk D,64.3346,18.3756,455
1,Nederbördsmängd - Granvik,58.6331,14.547,95
1,Nederbördsmängd - Granåbron,60.4403,13.8944,310
1,Nederbördsmängd - Granån,65.9199,23.4267,20
1,Nederbördsmängd - Granåsen,64.0147,16.807,390
1,Nederbördsmängd - Granö D,64.2517,19.3127,185
1,Nederbördsmängd - Grebbeshult,57.5451,12.4614,53.203
1,Nederbördsmängd - Grebbestad,58.6933,11.2485,10
1,Nederbördsmängd - Grecksåsar,59.5477,14.8136,227
1,Nederbördsmängd - Greningen,63.3271,15.4054,390
1,Nederbördsmängd - Grimeton,57.1481,12.4413,25
1,Nederbördsmängd - Grimsmåla,56.326,14.8805,90
1,Nederbördsmängd - Grindsjön,59.0809,17.8617,45
1,Nederbördsmängd - Grums,59.3493,13.107,67.634
1,Nederbördsmängd - Grundforsen,61.2797,12.8568,412
1,Nederbördsmängd - Grundsjön,56.129,14.586,140
1,Nederbördsmängd - Gruvberget,61.1031,16.1582,358
1,Nederbördsmängd - Grycksbo D,60.6907,15.491,160
1,Nederbördsmängd - Gryt,58.9,15.3666,105
1,Nederbördsmängd - Grythyttan,59.7113,14.5301,185
1,Nederbördsmängd - Grängesberg,60.0864,15.0202,280
1,Nederbördsmängd - Gränna,58.0333,14.4666,130
1,Nederbördsmängd - Gräsfall,60.4472,12.7167,400
1,Nederbördsmängd - Gräsmark,59.9339,12.8992,165
1,Nederbördsmängd - Grästorp,58.3355,12.6765,55
1,Nederbördsmängd - Gräsås D,59.5267,13.9365,111.815
1,Nederbördsmängd - Gråda Kraftverk,60.6046,15.0146,155
1,Nederbördsmängd - Gråsjön,63.7291,12.8691,550
1,Nederbördsmängd - Gråtbäck,61.4139,14.7528,524
1,Nederbördsmängd - Grönbo,59.6396,15.418,85
1,Nederbördsmängd - Grönhult,57.7778,16.1583,120
1,Nederbördsmängd - Grönkulla,58.5831,15.4636,115
